,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
5401,Feb,4,Monday,VW,Urban,Thursday,Mar,1,Male,Married,59,Third Party,Sedan - All Perils,Sedan,more than 69000,0,5402,16,400,3,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,All Perils
7248,Apr,4,Saturday,Toyota,Urban,Wednesday,Apr,4,Male,Single,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,7249,11,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
13579,Jul,2,Monday,Mazda,Urban,Tuesday,Jul,2,Male,Married,57,Policy Holder,Utility - All Perils,Utility,more than 69000,0,13580,10,400,3,more than 30,more than 30,1,7 years,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils
2263,Aug,3,Monday,Mazda,Urban,Thursday,Aug,3,Male,Married,60,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,2264,10,700,2,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,Collision
7728,Oct,2,Wednesday,Chevrolet,Rural,Friday,Oct,2,Male,Married,40,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,7729,1,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,4 to 8 years,2 vehicles,1995,Collision
12812,Apr,1,Thursday,Accura,Urban,Thursday,Apr,1,Male,Married,31,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,12813,1,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils
3225,Jun,4,Tuesday,Pontiac,Urban,Thursday,Sep,4,Female,Married,33,Third Party,Sedan - Collision,Sedan,less than 20000,0,3226,16,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
4804,Dec,2,Saturday,Toyota,Urban,Tuesday,Dec,2,Male,Married,38,Policy Holder,Sedan - Liability,Sport,more than 69000,0,4805,12,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
12590,Sep,3,Monday,Toyota,Urban,Wednesday,Sep,4,Male,Married,46,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12591,10,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,Collision
14675,Dec,2,Sunday,Pontiac,Urban,Monday,Dec,2,Male,Married,42,Third Party,Sedan - Liability,Sport,20000 to 29000,0,14676,12,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability
10770,Mar,4,Friday,Toyota,Urban,Monday,Mar,5,Female,Married,35,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,10771,4,400,4,more than 30,more than 30,2 to 4,4 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
11645,Dec,3,Saturday,Ford,Urban,Friday,Dec,4,Male,Married,54,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11646,14,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability
896,Jul,5,Friday,Pontiac,Urban,Tuesday,Aug,1,Male,Single,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,897,13,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
12634,Oct,4,Monday,Chevrolet,Urban,Monday,Oct,4,Female,Single,34,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12635,7,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability
7751,Nov,2,Thursday,Mazda,Urban,Friday,Nov,2,Male,Married,32,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,7752,9,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
4601,Nov,1,Friday,Toyota,Urban,Wednesday,Dec,3,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,4602,6,400,2,more than 30,more than 30,none,7 years,36 to 40,Yes,No,External,1 to 2,no change,1 vehicle,1994,Collision
5157,Apr,3,Saturday,Mazda,Urban,Monday,Apr,3,Male,Married,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,5158,2,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
346,Aug,5,Tuesday,Ford,Rural,Thursday,Sep,1,Male,Married,51,Policy Holder,Sedan - All Perils,Sedan,40000 to 59000,0,347,10,400,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
4476,Jun,2,Sunday,Toyota,Urban,Monday,Jun,2,Male,Married,33,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,4477,12,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
7631,Sep,1,Friday,Pontiac,Urban,Monday,Sep,1,Male,Married,53,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,7632,15,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
2931,Jul,1,Saturday,Saab,Urban,Wednesday,Jul,1,Male,Married,27,Third Party,Sedan - Collision,Sedan,more than 69000,0,2932,11,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
15258,Jul,2,Monday,Chevrolet,Rural,Monday,Jul,2,Male,Married,53,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,15259,9,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,Collision
2666,Oct,1,Sunday,Mazda,Rural,Monday,Oct,4,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,2667,3,400,4,more than 30,more than 30,none,6 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
6405,Aug,1,Saturday,Chevrolet,Urban,Thursday,Aug,3,Male,Married,58,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,6406,11,400,2,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,none,4 to 8 years,2 vehicles,1995,Liability
9722,Jan,5,Sunday,Chevrolet,Urban,Wednesday,Feb,1,Male,Single,26,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,9723,11,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils
13989,Nov,2,Monday,Pontiac,Urban,Tuesday,Nov,2,Male,Married,32,Policy Holder,Sedan - Liability,Sport,less than 20000,0,13990,11,400,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Liability
13954,Aug,2,Monday,Pontiac,Urban,Friday,Sep,4,Male,Married,41,Third Party,Sedan - Collision,Sedan,less than 20000,0,13955,12,400,2,15 to 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision
2601,Sep,3,Tuesday,Pontiac,Urban,Tuesday,Nov,1,Female,Married,67,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,2602,1,500,4,more than 30,more than 30,none,more than 7,over 65,No,No,External,none,2 to 3 years,1 vehicle,1994,Liability
6308,Jul,2,Wednesday,Chevrolet,Urban,Thursday,Jul,3,Female,Single,27,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6309,10,400,2,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
13259,May,1,Wednesday,Ford,Urban,Thursday,May,2,Male,Single,29,Policy Holder,Sedan - All Perils,Sedan,60000 to 69000,0,13260,4,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils
2538,Feb,4,Sunday,Pontiac,Urban,Thursday,Mar,1,Male,Married,28,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,2539,5,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
11045,Feb,4,Wednesday,Honda,Urban,Wednesday,Feb,4,Male,Single,0,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,11046,14,400,3,more than 30,more than 30,1,new,16 to 17,No,No,External,none,no change,1 vehicle,1995,Collision
12179,Dec,1,Saturday,Honda,Rural,Tuesday,Feb,2,Male,Single,0,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,12180,9,400,3,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1996,All Perils
9771,Sep,2,Tuesday,Pontiac,Urban,Thursday,Oct,2,Male,Married,38,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9772,6,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability
9471,Apr,1,Thursday,Chevrolet,Urban,Monday,Apr,2,Male,Single,46,Policy Holder,Utility - All Perils,Utility,more than 69000,0,9472,13,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,3 to 5,4 to 8 years,3 to 4,1995,All Perils
14697,Jul,4,Monday,Pontiac,Urban,Wednesday,Aug,1,Male,Married,47,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,14698,11,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils
1607,Oct,4,Wednesday,Chevrolet,Urban,Monday,Oct,5,Female,Married,31,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1608,12,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
6592,Nov,2,Tuesday,Chevrolet,Urban,Wednesday,Nov,2,Male,Married,52,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,6593,8,400,2,more than 30,more than 30,1,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils
2902,Oct,2,Friday,Pontiac,Urban,Monday,Oct,3,Male,Married,38,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,2903,2,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability
10064,Jul,2,Sunday,Pontiac,Urban,Monday,Jul,2,Male,Married,74,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,10065,15,400,4,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,1995,Liability
6234,Nov,1,Thursday,Pontiac,Rural,Friday,Nov,1,Male,Married,42,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,6235,15,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision
8937,May,2,Friday,Accura,Urban,Thursday,May,4,Male,Married,47,Policy Holder,Utility - All Perils,Utility,more than 69000,0,8938,11,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
10225,Feb,3,Monday,Mazda,Rural,Tuesday,Feb,4,Male,Married,69,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,10226,2,400,1,more than 30,more than 30,none,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
7522,Oct,5,Friday,Mazda,Urban,Thursday,Dec,4,Male,Married,28,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,7523,11,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
5152,Jun,2,Thursday,Pontiac,Urban,Monday,Jun,2,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,5153,11,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
8633,Jan,4,Friday,Mazda,Urban,Friday,Jan,4,Female,Married,32,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,8634,5,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
14236,Mar,2,Sunday,Pontiac,Urban,Tuesday,Mar,3,Male,Married,31,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,14237,2,400,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability
12553,Jul,2,Sunday,Honda,Urban,Thursday,Jul,2,Male,Married,45,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12554,6,400,2,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision
12545,Dec,2,Wednesday,Toyota,Rural,Monday,Dec,2,Male,Married,51,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12546,15,400,4,more than 30,more than 30,1,5 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,Collision
13094,Sep,1,Saturday,Toyota,Urban,Wednesday,Sep,1,Male,Married,52,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,13095,2,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability
1747,Jan,4,Saturday,Honda,Urban,Thursday,Jan,4,Male,Married,55,Policy Holder,Sport - Collision,Sport,more than 69000,0,1748,15,400,1,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision
11798,Mar,5,Thursday,Honda,Urban,Friday,Jun,2,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,11799,4,400,4,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,Internal,none,no change,1 vehicle,1996,Collision
4366,Sep,4,Thursday,Toyota,Urban,Monday,Sep,4,Male,Married,62,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,4367,8,400,2,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
13414,Dec,3,Friday,Chevrolet,Urban,Tuesday,Dec,4,Male,Married,51,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,13415,15,400,2,more than 30,more than 30,more than 4,more than 7,41 to 50,Yes,No,External,more than 5,no change,1 vehicle,1996,Collision
9716,Oct,4,Friday,Chevrolet,Urban,Thursday,Oct,4,Male,Married,57,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,9717,9,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,Liability
2745,Jul,1,Thursday,Toyota,Urban,Friday,Jul,2,Male,Married,47,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,2746,8,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
5776,Nov,1,Friday,Chevrolet,Rural,Thursday,Nov,2,Male,Married,51,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,5777,2,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision
3400,Jun,1,Monday,Pontiac,Urban,Tuesday,Jun,1,Female,Married,36,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,3401,9,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
10072,May,3,Wednesday,Mazda,Urban,Tuesday,May,4,Female,Married,28,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,10073,1,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
15073,Jul,2,Sunday,Toyota,Urban,Tuesday,Jul,2,Female,Single,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,15074,3,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability
10163,Dec,4,Wednesday,Toyota,Urban,Monday,Jan,1,Male,Married,39,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,10164,3,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,All Perils
904,Jul,5,Sunday,Honda,Urban,Wednesday,Aug,1,Male,Single,34,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,905,3,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
9090,Dec,1,Thursday,Mazda,Rural,Thursday,Dec,1,Female,Married,55,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,9091,8,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils
11960,Mar,3,Tuesday,Toyota,Urban,Wednesday,Mar,3,Male,Married,36,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11961,4,400,3,more than 30,more than 30,1,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision
5910,Aug,4,Thursday,Mazda,Urban,Friday,Sep,1,Male,Single,26,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,5911,11,400,4,more than 30,more than 30,2 to 4,4 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
6859,Nov,1,Wednesday,Mazda,Urban,Thursday,Nov,1,Male,Married,72,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6860,11,400,1,more than 30,more than 30,1,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
10714,Apr,2,Wednesday,Pontiac,Urban,Wednesday,Apr,2,Male,Married,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,10715,16,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,Yes,No,External,none,no change,1 vehicle,1995,Collision
1694,May,4,Thursday,Mazda,Urban,Monday,Jun,2,Female,Married,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1695,4,400,4,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
4216,Sep,3,Thursday,Ford,Urban,Friday,Sep,3,Male,Married,47,Third Party,Utility - All Perils,Utility,more than 69000,0,4217,2,700,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
944,Nov,4,Tuesday,Porche,Urban,Thursday,Nov,4,Male,Married,50,Policy Holder,Sedan - Liability,Sport,more than 69000,0,945,8,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability
5556,Aug,5,Monday,Honda,Urban,Tuesday,Sep,4,Male,Single,37,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,5557,8,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision
4940,Oct,1,Wednesday,Toyota,Urban,Thursday,Oct,1,Male,Married,48,Policy Holder,Sedan - Liability,Sport,more than 69000,0,4941,8,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability
7323,Apr,2,Monday,Pontiac,Urban,Wednesday,Apr,2,Male,Single,35,Policy Holder,Sedan - Liability,Sport,more than 69000,0,7324,11,400,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Liability
12966,Sep,1,Thursday,Honda,Urban,Friday,Sep,3,Male,Married,43,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12967,4,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability
6814,Aug,4,Tuesday,Pontiac,Urban,Wednesday,Aug,4,Male,Married,53,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,6815,1,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils
13265,Jul,3,Friday,Toyota,Urban,Wednesday,Jul,3,Female,Married,52,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,13266,8,400,2,more than 30,more than 30,1,6 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils
3698,Feb,2,Tuesday,Toyota,Urban,Wednesday,Feb,2,Male,Married,28,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3699,8,400,1,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
1635,Sep,1,Friday,Honda,Urban,Friday,Sep,1,Male,Married,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1636,15,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
280,Dec,2,Sunday,Honda,Urban,Wednesday,Feb,1,Male,Single,0,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,281,11,400,4,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,All Perils
613,Jun,2,Friday,Honda,Urban,Tuesday,Jun,3,Male,Single,0,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,614,4,400,4,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,Collision
415,Oct,3,Friday,Pontiac,Urban,Friday,Oct,4,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,416,6,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
9378,Aug,1,Saturday,Chevrolet,Rural,Wednesday,Aug,2,Male,Married,52,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9379,2,400,2,more than 30,more than 30,none,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
5968,Mar,3,Thursday,Mazda,Urban,Friday,Mar,3,Male,Married,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,5969,1,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision
9923,Jul,2,Monday,Pontiac,Urban,Wednesday,Sep,3,Male,Married,37,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9924,9,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
14814,Dec,1,Friday,Pontiac,Urban,Friday,Dec,1,Male,Married,51,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,14815,12,400,4,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability
2916,Nov,1,Saturday,Mazda,Urban,Monday,Nov,2,Male,Married,43,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,2917,1,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision
